call_id,hcp_id,rep_id,call_date,product_discussed,call_duration_min,samples_dropped
CALL001308,HCP0315,REP022,2025-03-23,PRD002,27,0
CALL001309,HCP0316,REP029,2025-02-12,PRD004,6,2
CALL001310,HCP0316,REP029,2025-08-23,PRD004,29,3
CALL001311,HCP0316,REP029,2025-02-21,PRD005,27,0
CALL001312,HCP0316,REP029,2025-07-05,PRD002,12,2
CALL001313,HCP0317,REP001,2025-09-07,PRD001,13,2
CALL001314,HCP0317,REP001,2025-08-20,PRD003,7,2
CALL001315,HCP0317,REP001,2025-01-25,PRD003,5,0
CALL001316,HCP0317,REP001,2025-11-19,PRD005,5,0
CALL001317,HCP0317,REP001,2025-07-25,PRD002,22,2
CALL001318,HCP0317,REP001,2025-05-27,PRD002,14,0
CALL001319,HCP0318,REP020,2025-03-06,PRD005,5,0
CALL001320,HCP0318,REP020,2025-12-18,PRD003,12,0
CALL001321,HCP0318,REP020,2025-02-16,PRD003,11,2
CALL001322,HCP0318,REP020,2025-08-03,PRD002,22,0
CALL001323,HCP0318,REP020,2025-03-12,PRD003,19,3
CALL001324,HCP0319,REP030,2025-03-21,PRD002,14,1
CALL001325,HCP0319,REP030,2025-02-19,PRD004,21,0
CALL001326,HCP0319,REP030,2025-11-18,PRD004,24,2
CALL001327,HCP0320,REP024,2025-01-07,PRD002,25,0
CALL001328,HCP0320,REP024,2025-04-25,PRD001,8,1
CALL001329,HCP0321,REP026,2025-09-24,PRD004,17,2
CALL001330,HCP0321,REP026,2025-12-20,PRD002,13,1
CALL001331,HCP0321,REP026,2025-11-02,PRD005,9,1
CALL001332,HCP0321,REP026,2025-11-20,PRD001,24,0
CALL001333,HCP0321,REP026,2025-10-16,PRD001,5,1
CALL001334,HCP0321,REP026,2025-04-22,PRD001,15,1
CALL001335,HCP0321,REP026,2025-04-16,PRD003,19,2
CALL001336,HCP0322,REP004,2025-08-05,PRD005,8,1
CALL001337,HCP0322,REP004,2025-05-15,PRD004,24,2
CALL001338,HCP0322,REP004,2025-02-17,PRD001,29,1
CALL001339,HCP0323,REP002,2025-02-12,PRD005,6,3
CALL001340,HCP0323,REP002,2025-08-19,PRD003,17,1
CALL001341,HCP0323,REP002,2025-10-03,PRD005,22,0
CALL001342,HCP0323,REP002,2025-08-15,PRD001,9,1
CALL001343,HCP0324,REP008,2025-07-24,PRD001,24,1
CALL001344,HCP0324,REP008,2025-04-27,PRD001,21,1
CALL001345,HCP0324,REP008,2025-04-06,PRD002,20,2
CALL001346,HCP0325,REP011,2025-12-26,PRD004,10,1
CALL001347,HCP0325,REP011,2025-02-11,PRD004,19,1
CALL001348,HCP0325,REP011,2025-07-29,PRD004,7,1
CALL001349,HCP0325,REP011,2025-04-01,PRD005,24,1
CALL001350,HCP0325,REP011,2025-12-09,PRD001,22,2
CALL001351,HCP0325,REP011,2025-02-19,PRD001,16,3
CALL001352,HCP0326,REP013,2025-09-11,PRD001,15,0
CALL001353,HCP0326,REP013,2025-07-07,PRD002,18,3
CALL001354,HCP0327,REP013,2025-12-05,PRD003,24,0
CALL001355,HCP0327,REP013,2025-05-18,PRD004,27,3
CALL001356,HCP0327,REP013,2025-05-27,PRD005,20,0
CALL001357,HCP0328,REP008,2025-11-02,PRD001,21,3
CALL001358,HCP0328,REP008,2025-01-31,PRD005,6,0
CALL001359,HCP0328,REP008,2025-03-23,PRD002,8,1
CALL001360,HCP0329,REP013,2025-06-18,PRD004,22,1
CALL001361,HCP0329,REP013,2025-01-16,PRD004,10,2
CALL001362,HCP0329,REP013,2025-07-26,PRD001,17,1
CALL001363,HCP0329,REP013,2025-10-05,PRD001,19,0
CALL001364,HCP0329,REP013,2025-05-03,PRD004,12,0
CALL001365,HCP0330,REP021,2025-01-17,PRD003,14,0
CALL001366,HCP0330,REP021,2025-06-30,PRD005,18,0
CALL001367,HCP0330,REP021,2025-06-11,PRD003,11,0
CALL001368,HCP0331,REP006,2025-06-30,PRD002,11,0
CALL001369,HCP0331,REP006,2025-09-27,PRD002,19,0
CALL001370,HCP0331,REP006,2025-05-02,PRD005,8,1
CALL001371,HCP0331,REP006,2025-07-12,PRD005,17,0
CALL001372,HCP0332,REP022,2025-09-13,PRD005,20,0
CALL001373,HCP0332,REP022,2025-04-26,PRD003,6,2
CALL001374,HCP0332,REP022,2025-11-21,PRD001,9,3
CALL001375,HCP0332,REP022,2025-02-16,PRD005,7,3
CALL001376,HCP0333,REP027,2025-10-14,PRD002,27,1
CALL001377,HCP0333,REP027,2025-04-10,PRD004,28,0
CALL001378,HCP0333,REP027,2025-02-12,PRD005,14,2
CALL001379,HCP0334,REP001,2025-08-12,PRD004,17,2
CALL001380,HCP0334,REP001,2025-02-14,PRD003,18,0
CALL001381,HCP0334,REP001,2025-02-06,PRD002,8,1
CALL001382,HCP0334,REP001,2025-04-15,PRD001,14,0
CALL001383,HCP0334,REP001,2025-07-02,PRD002,8,1
CALL001384,HCP0334,REP001,2025-01-20,PRD001,14,1
CALL001385,HCP0334,REP001,2025-10-24,PRD004,16,1
CALL001386,HCP0334,REP001,2025-11-21,PRD002,13,0
CALL001387,HCP0335,REP003,2025-01-11,PRD005,13,2
CALL001388,HCP0335,REP003,2025-12-28,PRD002,6,0
CALL001389,HCP0335,REP003,2025-04-23,PRD001,7,1
CALL001390,HCP0335,REP003,2025-03-21,PRD002,6,0
CALL001391,HCP0336,REP023,2025-01-22,PRD001,13,0
CALL001392,HCP0336,REP023,2025-08-26,PRD001,9,1
CALL001393,HCP0336,REP023,2025-10-09,PRD002,24,0
CALL001394,HCP0337,REP002,2025-02-18,PRD001,11,0
CALL001395,HCP0337,REP002,2025-05-06,PRD002,17,3
CALL001396,HCP0337,REP002,2025-12-29,PRD001,6,0
CALL001397,HCP0337,REP002,2025-01-06,PRD004,18,1
CALL001398,HCP0338,REP017,2025-10-07,PRD004,7,0
CALL001399,HCP0338,REP017,2025-01-07,PRD005,25,0
CALL001400,HCP0338,REP017,2025-09-29,PRD002,5,0
CALL001401,HCP0338,REP017,2025-09-16,PRD004,25,1
CALL001402,HCP0339,REP002,2025-03-01,PRD002,11,0
CALL001403,HCP0339,REP002,2025-02-11,PRD004,16,2
CALL001404,HCP0339,REP002,2025-09-26,PRD001,5,0
CALL001405,HCP0339,REP002,2025-07-04,PRD002,26,2
CALL001406,HCP0339,REP002,2025-11-28,PRD001,8,1
CALL001407,HCP0339,REP002,2025-02-10,PRD005,15,0
CALL001408,HCP0339,REP002,2025-06-07,PRD003,21,2
CALL001409,HCP0339,REP002,2025-11-22,PRD004,21,1
CALL001410,HCP0339,REP002,2025-10-18,PRD002,18,0
CALL001411,HCP0339,REP002,2025-01-07,PRD002,9,0
CALL001412,HCP0339,REP002,2025-02-28,PRD004,27,0
CALL001413,HCP0340,REP009,2025-12-28,PRD003,7,1
CALL001414,HCP0340,REP009,2025-10-04,PRD003,14,1
CALL001415,HCP0340,REP009,2025-12-29,PRD001,21,0
CALL001416,HCP0340,REP009,2025-04-12,PRD005,8,1
CALL001417,HCP0340,REP009,2025-07-11,PRD003,28,0
CALL001418,HCP0340,REP009,2025-02-08,PRD003,27,3
CALL001419,HCP0340,REP009,2025-03-12,PRD004,12,2
CALL001420,HCP0340,REP009,2025-03-22,PRD001,25,2
CALL001421,HCP0340,REP009,2025-07-27,PRD005,20,1
CALL001422,HCP0340,REP009,2025-08-02,PRD005,17,0
CALL001423,HCP0341,REP021,2025-06-15,PRD002,14,3
CALL001424,HCP0341,REP021,2025-11-02,PRD002,11,1
CALL001425,HCP0341,REP021,2025-10-11,PRD002,17,0
CALL001426,HCP0342,REP025,2025-11-25,PRD003,10,0
CALL001427,HCP0342,REP025,2025-12-21,PRD005,24,1
CALL001428,HCP0342,REP025,2025-02-13,PRD004,15,2
CALL001429,HCP0342,REP025,2025-10-03,PRD005,5,0
CALL001430,HCP0342,REP025,2025-10-22,PRD005,5,2
CALL001431,HCP0343,REP006,2025-01-08,PRD002,25,1
CALL001432,HCP0344,REP009,2025-03-20,PRD005,8,0
CALL001433,HCP0344,REP009,2025-09-19,PRD001,5,3
CALL001434,HCP0344,REP009,2025-06-10,PRD002,6,1
CALL001435,HCP0344,REP009,2025-05-08,PRD003,29,1
CALL001436,HCP0344,REP009,2025-05-03,PRD004,17,0
CALL001437,HCP0344,REP009,2025-11-23,PRD004,11,0
CALL001438,HCP0344,REP009,2025-01-24,PRD002,9,1
CALL001439,HCP0344,REP009,2025-06-01,PRD003,23,3
CALL001440,HCP0344,REP009,2025-09-23,PRD005,28,0
CALL001441,HCP0344,REP009,2025-12-04,PRD005,15,0
CALL001442,HCP0345,REP006,2025-12-23,PRD005,14,1
CALL001443,HCP0345,REP006,2025-04-28,PRD002,7,2
CALL001444,HCP0345,REP006,2025-10-24,PRD005,20,2
CALL001445,HCP0345,REP006,2025-07-08,PRD005,14,1
CALL001446,HCP0345,REP006,2025-02-03,PRD003,5,0
CALL001447,HCP0345,REP006,2025-10-01,PRD004,11,0
CALL001448,HCP0345,REP006,2025-02-05,PRD004,12,2
CALL001449,HCP0345,REP006,2025-12-28,PRD005,15,0
CALL001450,HCP0345,REP006,2025-09-10,PRD002,7,2
CALL001451,HCP0346,REP022,2025-07-19,PRD004,16,0
CALL001452,HCP0346,REP022,2025-04-04,PRD002,21,0
CALL001453,HCP0346,REP022,2025-04-27,PRD001,8,2
CALL001454,HCP0346,REP022,2025-06-06,PRD002,10,0
CALL001455,HCP0346,REP022,2025-09-11,PRD005,13,1
CALL001456,HCP0346,REP022,2025-02-25,PRD004,12,1
CALL001457,HCP0346,REP022,2025-06-06,PRD003,9,1
CALL001458,HCP0348,REP028,2025-12-19,PRD002,26,0
CALL001459,HCP0348,REP028,2025-08-27,PRD003,9,2
CALL001460,HCP0348,REP028,2025-01-31,PRD001,13,1
CALL001461,HCP0348,REP028,2025-11-13,PRD005,23,0
CALL001462,HCP0348,REP028,2025-12-04,PRD002,22,2
CALL001463,HCP0349,REP028,2025-11-28,PRD002,18,0
CALL001464,HCP0349,REP028,2025-09-14,PRD005,16,1
CALL001465,HCP0350,REP024,2025-07-02,PRD001,16,1
CALL001466,HCP0350,REP024,2025-11-16,PRD003,16,2
CALL001467,HCP0350,REP024,2025-10-01,PRD002,11,1
CALL001468,HCP0350,REP024,2025-05-11,PRD003,15,0
CALL001469,HCP0351,REP007,2025-08-22,PRD003,11,2
CALL001470,HCP0351,REP007,2025-09-22,PRD003,5,0
CALL001471,HCP0351,REP007,2025-01-07,PRD002,26,2
CALL001472,HCP0351,REP007,2025-07-30,PRD001,23,3
CALL001473,HCP0351,REP007,2025-06-05,PRD004,7,3
CALL001474,HCP0352,REP018,2025-12-15,PRD003,27,2
CALL001475,HCP0352,REP018,2025-03-10,PRD002,12,0
CALL001476,HCP0352,REP018,2025-10-06,PRD002,21,1
CALL001477,HCP0352,REP018,2025-01-19,PRD002,28,0
CALL001478,HCP0353,REP014,2025-02-19,PRD003,22,2
CALL001479,HCP0353,REP014,2025-05-06,PRD003,14,2
CALL001480,HCP0353,REP014,2025-01-19,PRD005,22,0
CALL001481,HCP0353,REP014,2025-12-23,PRD002,23,1
CALL001482,HCP0353,REP014,2025-04-16,PRD001,23,1
CALL001483,HCP0353,REP014,2025-03-09,PRD004,26,2
CALL001484,HCP0354,REP014,2025-05-08,PRD005,5,3
CALL001485,HCP0354,REP014,2025-04-30,PRD003,24,0
CALL001486,HCP0354,REP014,2025-12-27,PRD005,28,1
CALL001487,HCP0354,REP014,2025-08-12,PRD004,29,0
CALL001488,HCP0354,REP014,2025-02-11,PRD003,10,0
CALL001489,HCP0354,REP014,2025-10-05,PRD002,17,0
CALL001490,HCP0354,REP014,2025-11-07,PRD005,14,3
CALL001491,HCP0355,REP017,2025-01-06,PRD001,13,0
CALL001492,HCP0355,REP017,2025-06-06,PRD005,11,0
CALL001493,HCP0355,REP017,2025-09-03,PRD003,12,0
CALL001494,HCP0355,REP017,2025-01-05,PRD002,26,0
CALL001495,HCP0356,REP029,2025-11-10,PRD005,24,1
CALL001496,HCP0356,REP029,2025-05-12,PRD001,17,1
CALL001497,HCP0356,REP029,2025-05-23,PRD001,12,1
CALL001498,HCP0356,REP029,2025-11-05,PRD003,25,1
CALL001499,HCP0356,REP029,2025-01-27,PRD003,5,2
CALL001500,HCP0357,REP022,2025-04-24,PRD005,9,0
CALL001501,HCP0357,REP022,2025-09-05,PRD001,17,0
CALL001502,HCP0357,REP022,2025-10-05,PRD001,27,2
CALL001503,HCP0357,REP022,2025-12-06,PRD003,24,2
CALL001504,HCP0357,REP022,2025-04-07,PRD002,7,1
CALL001505,HCP0357,REP022,2025-11-10,PRD002,18,1
CALL001506,HCP0358,REP007,2025-04-30,PRD001,10,0
CALL001507,HCP0359,REP023,2025-07-20,PRD001,16,0
CALL001508,HCP0359,REP023,2025-03-05,PRD005,26,0
CALL001509,HCP0359,REP023,2025-01-12,PRD004,18,1
CALL001510,HCP0359,REP023,2025-07-12,PRD002,12,0
CALL001511,HCP0360,REP006,2025-01-30,PRD001,23,3
CALL001512,HCP0360,REP006,2025-09-01,PRD001,5,2
CALL001513,HCP0360,REP006,2025-07-14,PRD001,20,0
CALL001514,HCP0360,REP006,2025-07-28,PRD004,27,0
CALL001515,HCP0360,REP006,2025-12-27,PRD001,25,0
CALL001516,HCP0361,REP028,2025-10-16,PRD001,12,1
CALL001517,HCP0361,REP028,2025-03-03,PRD001,25,3
CALL001518,HCP0361,REP028,2025-01-15,PRD001,11,1
CALL001519,HCP0361,REP028,2025-09-02,PRD003,6,3
CALL001520,HCP0362,REP004,2025-04-17,PRD004,14,2
CALL001521,HCP0363,REP009,2025-12-24,PRD001,22,1
CALL001522,HCP0363,REP009,2025-12-14,PRD005,28,0
CALL001523,HCP0363,REP009,2025-04-23,PRD003,10,3
CALL001524,HCP0363,REP009,2025-04-10,PRD004,13,1
CALL001525,HCP0363,REP009,2025-09-01,PRD002,12,2
CALL001526,HCP0363,REP009,2025-11-17,PRD005,20,0
CALL001527,HCP0364,REP006,2025-12-20,PRD001,12,3
CALL001528,HCP0364,REP006,2025-02-21,PRD004,23,0
CALL001529,HCP0365,REP012,2025-03-10,PRD002,11,0
CALL001530,HCP0365,REP012,2025-12-21,PRD005,27,0
CALL001531,HCP0365,REP012,2025-08-29,PRD003,22,2
CALL001532,HCP0365,REP012,2025-02-26,PRD004,9,0
CALL001533,HCP0365,REP012,2025-03-12,PRD003,5,0
CALL001534,HCP0365,REP012,2025-07-19,PRD002,11,1
CALL001535,HCP0365,REP012,2025-05-24,PRD002,13,1
CALL001536,HCP0366,REP015,2025-07-01,PRD002,28,2
CALL001537,HCP0366,REP015,2025-06-03,PRD003,25,2
CALL001538,HCP0366,REP015,2025-12-13,PRD004,21,0
CALL001539,HCP0366,REP015,2025-12-07,PRD002,24,2
CALL001540,HCP0367,REP006,2025-10-03,PRD004,8,3
CALL001541,HCP0367,REP006,2025-04-05,PRD002,23,3
CALL001542,HCP0367,REP006,2025-08-30,PRD004,13,2
CALL001543,HCP0367,REP006,2025-05-12,PRD001,9,1
CALL001544,HCP0367,REP006,2025-03-25,PRD005,21,1
CALL001545,HCP0367,REP006,2025-05-30,PRD002,22,3
CALL001546,HCP0367,REP006,2025-01-27,PRD003,14,0
CALL001547,HCP0368,REP013,2025-02-06,PRD003,6,1
CALL001548,HCP0368,REP013,2025-10-12,PRD005,29,2
CALL001549,HCP0368,REP013,2025-12-07,PRD005,10,2
CALL001550,HCP0368,REP013,2025-06-16,PRD001,27,0
CALL001551,HCP0368,REP013,2025-08-24,PRD002,25,2
CALL001552,HCP0368,REP013,2025-07-24,PRD004,20,0
CALL001553,HCP0369,REP028,2025-07-06,PRD005,21,1
CALL001554,HCP0369,REP028,2025-02-26,PRD004,5,2
CALL001555,HCP0369,REP028,2025-01-16,PRD002,24,2
CALL001556,HCP0369,REP028,2025-10-12,PRD004,22,0
CALL001557,HCP0370,REP003,2025-04-16,PRD003,9,2
CALL001558,HCP0370,REP003,2025-08-23,PRD003,26,1
CALL001559,HCP0370,REP003,2025-08-05,PRD001,23,0
CALL001560,HCP0371,REP012,2025-11-09,PRD001,23,1
CALL001561,HCP0371,REP012,2025-05-26,PRD003,19,0
CALL001562,HCP0371,REP012,2025-06-15,PRD002,11,2
CALL001563,HCP0372,REP018,2025-05-24,PRD003,29,1
CALL001564,HCP0372,REP018,2025-04-28,PRD004,6,0
CALL001565,HCP0372,REP018,2025-08-15,PRD004,22,0
CALL001566,HCP0373,REP010,2025-09-01,PRD002,26,3
CALL001567,HCP0373,REP010,2025-03-23,PRD003,10,0
CALL001568,HCP0373,REP010,2025-11-11,PRD003,9,0
CALL001569,HCP0373,REP010,2025-07-07,PRD003,18,2
CALL001570,HCP0373,REP010,2025-01-26,PRD005,27,1
CALL001571,HCP0374,REP004,2025-05-01,PRD005,13,0
CALL001572,HCP0374,REP004,2025-07-25,PRD005,8,1
CALL001573,HCP0374,REP004,2025-08-29,PRD005,19,0
CALL001574,HCP0374,REP004,2025-11-20,PRD003,9,1
CALL001575,HCP0374,REP004,2025-08-16,PRD002,9,2
CALL001576,HCP0374,REP004,2025-04-22,PRD005,28,0
CALL001577,HCP0374,REP004,2025-09-25,PRD004,13,1
CALL001578,HCP0374,REP004,2025-02-11,PRD004,19,0
CALL001579,HCP0374,REP004,2025-08-20,PRD005,13,2
CALL001580,HCP0375,REP029,2025-11-24,PRD001,21,1
CALL001581,HCP0375,REP029,2025-04-24,PRD005,13,0
CALL001582,HCP0375,REP029,2025-02-05,PRD003,25,0
CALL001583,HCP0375,REP029,2025-02-01,PRD004,24,3
CALL001584,HCP0375,REP029,2025-01-27,PRD005,12,1
CALL001585,HCP0375,REP029,2025-07-14,PRD005,15,0
CALL001586,HCP0375,REP029,2025-06-28,PRD005,22,0
CALL001587,HCP0375,REP029,2025-01-12,PRD004,5,0
CALL001588,HCP0376,REP029,2025-01-13,PRD001,14,3
CALL001589,HCP0376,REP029,2025-07-10,PRD001,24,1
CALL001590,HCP0376,REP029,2025-11-15,PRD004,16,1
CALL001591,HCP0376,REP029,2025-07-25,PRD003,8,0
CALL001592,HCP0376,REP029,2025-03-29,PRD001,26,3
CALL001593,HCP0376,REP029,2025-07-29,PRD003,12,0
CALL001594,HCP0376,REP029,2025-07-24,PRD004,8,0
CALL001595,HCP0376,REP029,2025-03-02,PRD002,29,2
CALL001596,HCP0376,REP029,2025-05-30,PRD001,13,1
CALL001597,HCP0377,REP016,2025-09-10,PRD002,16,0
CALL001598,HCP0377,REP016,2025-04-14,PRD001,24,0
CALL001599,HCP0377,REP016,2025-03-27,PRD003,29,0
CALL001600,HCP0377,REP016,2025-07-16,PRD004,6,0
CALL001601,HCP0377,REP016,2025-08-08,PRD005,15,1
CALL001602,HCP0377,REP016,2025-05-07,PRD005,15,2
CALL001603,HCP0378,REP025,2025-02-04,PRD001,9,2
CALL001604,HCP0378,REP025,2025-08-29,PRD003,10,0
CALL001605,HCP0379,REP002,2025-06-10,PRD005,10,1
CALL001606,HCP0379,REP002,2025-12-02,PRD003,26,2
CALL001607,HCP0379,REP002,2025-03-19,PRD004,23,0
CALL001608,HCP0380,REP006,2025-04-02,PRD005,24,0
CALL001609,HCP0380,REP006,2025-04-14,PRD003,29,0
CALL001610,HCP0380,REP006,2025-10-01,PRD001,14,0
CALL001611,HCP0381,REP008,2025-08-11,PRD002,19,1
CALL001612,HCP0381,REP008,2025-02-14,PRD001,23,0
CALL001613,HCP0381,REP008,2025-07-11,PRD002,16,1
CALL001614,HCP0382,REP029,2025-04-22,PRD003,28,0
CALL001615,HCP0382,REP029,2025-08-17,PRD002,13,0
CALL001616,HCP0382,REP029,2025-06-20,PRD002,19,1
CALL001617,HCP0382,REP029,2025-12-03,PRD003,28,0
CALL001618,HCP0382,REP029,2025-07-25,PRD001,21,2
CALL001619,HCP0382,REP029,2025-04-01,PRD004,5,0
CALL001620,HCP0382,REP029,2025-10-23,PRD001,24,2
CALL001621,HCP0383,REP009,2025-04-19,PRD005,25,1
CALL001622,HCP0383,REP009,2025-04-11,PRD003,16,0
CALL001623,HCP0383,REP009,2025-04-23,PRD002,15,2
CALL001624,HCP0383,REP009,2025-08-11,PRD005,26,0
CALL001625,HCP0383,REP009,2025-06-20,PRD002,22,0
CALL001626,HCP0383,REP009,2025-12-03,PRD005,28,1
CALL001627,HCP0383,REP009,2025-11-23,PRD004,27,0
CALL001628,HCP0384,REP012,2025-05-11,PRD005,21,0
CALL001629,HCP0384,REP012,2025-08-07,PRD001,17,3
CALL001630,HCP0384,REP012,2025-10-27,PRD003,11,0
CALL001631,HCP0384,REP012,2025-03-30,PRD001,12,1
CALL001632,HCP0385,REP016,2025-06-22,PRD005,12,1
CALL001633,HCP0385,REP016,2025-02-06,PRD004,21,1
CALL001634,HCP0385,REP016,2025-12-29,PRD005,18,3
CALL001635,HCP0385,REP016,2025-06-05,PRD003,14,0
CALL001636,HCP0385,REP016,2025-07-20,PRD001,18,1
CALL001637,HCP0386,REP004,2025-05-17,PRD002,27,3
CALL001638,HCP0386,REP004,2025-01-29,PRD005,16,1
CALL001639,HCP0386,REP004,2025-03-19,PRD002,23,1
CALL001640,HCP0387,REP028,2025-12-15,PRD005,22,1
CALL001641,HCP0387,REP028,2025-06-29,PRD003,19,1
CALL001642,HCP0387,REP028,2025-02-16,PRD003,10,0
CALL001643,HCP0387,REP028,2025-10-19,PRD003,21,0
CALL001644,HCP0387,REP028,2025-05-02,PRD005,25,2
CALL001645,HCP0388,REP003,2025-10-29,PRD003,18,0
CALL001646,HCP0388,REP003,2025-07-22,PRD001,16,1
CALL001647,HCP0388,REP003,2025-07-21,PRD004,16,1
CALL001648,HCP0388,REP003,2025-04-21,PRD004,12,2
CALL001649,HCP0389,REP028,2025-05-04,PRD002,28,0
CALL001650,HCP0389,REP028,2025-02-06,PRD001,14,1
CALL001651,HCP0389,REP028,2025-09-18,PRD004,22,1
CALL001652,HCP0390,REP015,2025-11-10,PRD002,28,3
CALL001653,HCP0390,REP015,2025-04-14,PRD001,28,2
CALL001654,HCP0390,REP015,2025-07-31,PRD004,29,1
CALL001655,HCP0390,REP015,2025-04-17,PRD002,13,2
CALL001656,HCP0391,REP027,2025-07-04,PRD005,26,2
CALL001657,HCP0391,REP027,2025-12-01,PRD004,24,1
CALL001658,HCP0391,REP027,2025-01-05,PRD003,24,2
CALL001659,HCP0392,REP024,2025-01-21,PRD002,12,0
CALL001660,HCP0392,REP024,2025-04-13,PRD004,29,1
CALL001661,HCP0392,REP024,2025-03-17,PRD004,13,2
CALL001662,HCP0392,REP024,2025-09-11,PRD005,17,0
CALL001663,HCP0392,REP024,2025-08-08,PRD005,16,0
CALL001664,HCP0392,REP024,2025-06-03,PRD002,19,3
CALL001665,HCP0393,REP022,2025-01-11,PRD005,22,1
CALL001666,HCP0393,REP022,2025-02-19,PRD003,18,1
CALL001667,HCP0393,REP022,2025-03-28,PRD001,13,3
CALL001668,HCP0394,REP028,2025-03-03,PRD002,23,1
CALL001669,HCP0394,REP028,2025-02-03,PRD001,19,3
CALL001670,HCP0394,REP028,2025-12-10,PRD001,29,1
CALL001671,HCP0394,REP028,2025-01-09,PRD002,18,1
CALL001672,HCP0394,REP028,2025-01-28,PRD003,5,0
CALL001673,HCP0395,REP014,2025-12-21,PRD002,7,3
CALL001674,HCP0395,REP014,2025-05-15,PRD002,26,3
CALL001675,HCP0395,REP014,2025-12-18,PRD002,20,0
CALL001676,HCP0395,REP014,2025-07-25,PRD005,7,2
CALL001677,HCP0396,REP008,2025-01-15,PRD002,6,0
CALL001678,HCP0396,REP008,2025-09-05,PRD005,5,1
CALL001679,HCP0396,REP008,2025-04-19,PRD001,11,1
CALL001680,HCP0396,REP008,2025-07-15,PRD004,22,1
CALL001681,HCP0396,REP008,2025-10-29,PRD003,24,3
CALL001682,HCP0396,REP008,2025-05-14,PRD005,16,1
CALL001683,HCP0396,REP008,2025-03-06,PRD002,10,3
CALL001684,HCP0396,REP008,2025-07-08,PRD002,12,3
CALL001685,HCP0396,REP008,2025-07-30,PRD002,23,1
CALL001686,HCP0396,REP008,2025-04-10,PRD003,8,1
CALL001687,HCP0396,REP008,2025-06-02,PRD002,17,0
CALL001688,HCP0396,REP008,2025-12-21,PRD002,25,1
CALL001689,HCP0397,REP007,2025-07-18,PRD004,19,2
CALL001690,HCP0397,REP007,2025-08-26,PRD004,11,0
CALL001691,HCP0397,REP007,2025-03-03,PRD004,19,0
CALL001692,HCP0397,REP007,2025-10-27,PRD003,22,3
CALL001693,HCP0397,REP007,2025-09-10,PRD001,27,0
CALL001694,HCP0397,REP007,2025-05-10,PRD005,7,3
CALL001695,HCP0398,REP006,2025-06-18,PRD004,22,0
CALL001696,HCP0398,REP006,2025-03-15,PRD001,14,2
CALL001697,HCP0398,REP006,2025-01-07,PRD003,11,3
CALL001698,HCP0399,REP011,2025-05-06,PRD001,20,2
CALL001699,HCP0400,REP018,2025-09-10,PRD001,19,0
CALL001700,HCP0400,REP018,2025-01-09,PRD002,19,1
CALL001701,HCP0400,REP018,2025-09-14,PRD005,12,1
CALL001702,HCP0400,REP018,2025-05-30,PRD001,26,1
CALL001703,HCP0400,REP018,2025-05-09,PRD003,15,0
CALL001704,HCP0401,REP003,2025-02-10,PRD002,29,0
CALL001705,HCP0401,REP003,2025-09-02,PRD003,8,0
CALL001706,HCP0401,REP003,2025-06-07,PRD002,26,0
CALL001707,HCP0402,REP010,2025-11-30,PRD004,29,1
CALL001708,HCP0403,REP006,2025-05-25,PRD002,14,1
CALL001709,HCP0403,REP006,2025-07-13,PRD003,17,0
CALL001710,HCP0403,REP006,2025-11-03,PRD005,28,0
CALL001711,HCP0403,REP006,2025-08-17,PRD005,9,1
CALL001712,HCP0404,REP024,2025-03-10,PRD005,9,2
CALL001713,HCP0404,REP024,2025-03-27,PRD003,10,3
CALL001714,HCP0405,REP013,2025-04-26,PRD002,21,0
CALL001715,HCP0405,REP013,2025-03-09,PRD005,21,0
CALL001716,HCP0405,REP013,2025-04-22,PRD002,19,3
CALL001717,HCP0405,REP013,2025-08-17,PRD003,27,3
CALL001718,HCP0405,REP013,2025-02-01,PRD003,29,2
CALL001719,HCP0406,REP026,2025-06-27,PRD003,24,0
CALL001720,HCP0407,REP016,2025-05-22,PRD001,8,1
CALL001721,HCP0407,REP016,2025-04-02,PRD002,27,2
CALL001722,HCP0407,REP016,2025-08-08,PRD002,6,2
CALL001723,HCP0407,REP016,2025-03-17,PRD002,12,1
CALL001724,HCP0407,REP016,2025-04-09,PRD004,22,2
CALL001725,HCP0407,REP016,2025-12-08,PRD005,23,0
CALL001726,HCP0408,REP005,2025-07-04,PRD003,19,2
CALL001727,HCP0408,REP005,2025-11-23,PRD004,27,0
CALL001728,HCP0408,REP005,2025-01-14,PRD004,13,2
CALL001729,HCP0408,REP005,2025-04-29,PRD002,29,0
CALL001730,HCP0408,REP005,2025-04-01,PRD003,23,0
CALL001731,HCP0408,REP005,2025-07-17,PRD004,22,0
CALL001732,HCP0409,REP001,2025-06-03,PRD005,10,2
CALL001733,HCP0409,REP001,2025-01-24,PRD002,24,0
CALL001734,HCP0409,REP001,2025-07-22,PRD005,28,1
CALL001735,HCP0409,REP001,2025-09-30,PRD002,22,3
CALL001736,HCP0409,REP001,2025-10-27,PRD002,18,0
CALL001737,HCP0410,REP026,2025-02-03,PRD001,29,0
CALL001738,HCP0410,REP026,2025-07-15,PRD005,20,1
CALL001739,HCP0410,REP026,2025-08-19,PRD004,6,1
CALL001740,HCP0411,REP004,2025-09-05,PRD005,20,0
CALL001741,HCP0412,REP029,2025-06-09,PRD002,20,1
CALL001742,HCP0412,REP029,2025-04-13,PRD003,29,3
CALL001743,HCP0412,REP029,2025-05-07,PRD002,7,1
